"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"22.","UDUPI 
(3)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Coondapur","RPM","CSC","NIL","Coondapur","02","Coconut, Banana, 
Pepper","08254-
20412","NO","A.P.M.C., Coondapur."
"2.","Karkala","- do -","CSC","NIL","Udupi","45","Cashew, Paddy, 
Arecanut","08258-
20412","NO","A.P.M.C., Karkala."
"3.","Udupi","- do -","CSC, FCG","NIL","- do -","02","Cashew, Paddy, 
Jaggery, Banana","08252-
20032","NO","A.P.M.C., Udupi."
"23.","RAICHUR 
(4)","","","","","","","","",""
"1.","Lingasugur","RPM","CWG","NIL","Raichur","92","Paddy, Bajra, 
Jowar,  Gingili","57382 
57665","NO","Secretary APMC., 
Lingasugur."
"2.","Manvi","- do -","SCG","NIL","- do -","46","Paddy, Cotton, 
Jowar, Sunflower","20253","NO","Secretary, APMC., 
Manvi."
"3.","Raichur","- do -","MCG","NIL","- do -","4","Paddy, Groundnut, 
Cotton,  Sunflower","35291 
35306","YES","Secretary, APMC., 
Rajendra Gunj,      
Raichur-584102."
"4.","Sindhnoor","- do -","MCG-4 
NGRG-4","NIL","Raichur","90","Paddy, Cotton, 
Jowar, Sunflower","08535 
20071","YES","Secretary, APMC., Kustgi 
Road, Janata Gunj, 
Sidhanoor-584128."
