"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"11.","COORG 
(3)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Gonicoppa","RPM","MCG,  CSC","NIL","Mysore","90","Rice, Pepper, 
Ginger, 
Cashew, Arecanut","08274-
47265","NIL","Secretary, A.P.M.C., 
Gonicoppa."
"2.","Kushalnagara","- do -","FCG, SWG, 
MCG,CSC","NIL","- do -","80","Paddy, Pepper, 
Maize","0876-
74431","NIL","Secretary, A.P.M.C., 
Kushalnagara."
"3.","Madikeri","- do -","MCG, CSC","NIL","- do -","110","Pepper, Cashew, 
Paddy,","08272-
25474","NIL","Secretary, A.P.M.C., 
Madikeri."
"12.","DHARWAR 
(5)","","","","","","","","",""
"1.","Dharwar","","RPM   MCG, SWG","YES","Dharwar","4","Potato, 
Foodgrains, 
Cotton, Oilseeds","0836-
448157","YES","APMC. Market Yard, 
Savadatti Road, Dharwar."
"2.","Hubli","- do -","CWG, 
SWG, FCG","YES","Hubli","10","Potato, Onion 
Cotton, Oilseeds","0836-
822251","YES","Shri Basaveswar APMC 
yard Amargod, Hubli"
"3.","Annigeri","- do -","SWG,  
MCG","NIL","Annigeri","4","Chillies, Cotton, 
Wheat, Maize","08380-
62727","YES","APMC Annigeri, Gadag 
Road."
"4.","Kundagol","- do -","MCG","NIL","Kundagol","2","Cotton, Chillies","0834","YES","APMC., Kundgol"
"5.","Kalaghatagi","- do -","MCG","NIL","Hubli","30","Paddy, Cotton","08370-
54536","YES","APMC., Kalagatagi, 
Karwar Road."
