"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"14.","GADAG 
(5)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Gadag","RPM","4-MCG 
1-SWG 
1-CWG","NIL","Gadag","3","Jowar, Sunflower","08372-
28354","YES","APMC., Gadag"
"2.","Laxmeswar","- do -","2-MCG 
5-SWG","NIL","Kundagol","25","Groundnut, 
Cotton, 
Maize","08487-
72227","YES","APMC., Laxmeswar"
"3.","Mundragi","- do -","2-MCG","NIL","Gadag","50","Groundnut, 
Cotton, 
Jowar, maize","08371-
42236","YES","APMC., Mundaragi"
"4.","Naragund","- do -","7-MCG 
3-SFG 
2-CWG","NIL","Mallapur Station","30","Maize, Cotton, 
Wheat, Jowar","08377-
54228","YES","APMC., Naragund."
"5.","Ron 
(HO-Hole-Alur)","- do -","8-MCG","NIL","Hole-Alur","2","Jowar, Sunflower","08381-
63041","YES","APMC., Ron"
"15.","GULBARGA 
(4)","","","","","","","","",""
"1.","Chitapur","RPM","-","NIL","Chitapur","1½","Redgram, Jowar, 
Greengram, 
Blackgram","66134","NIL","Secretary APMC., 
Chitapur, Distt. Gulbarga."
"2.","Gulbarga in Main 
Market","RPM","MCG-10","NIL","Gulbarga","4","Redgram, 
Greengram, 
Jowar, Bajra","36868/ 
20476","NIL","Secretary, APMC., Nehru 
Ganj, Gulbarga."
"3.","Shorapur","RPM","NO","NIL","Yedgiri","58","Cotton, 
Groundnut, 
Greengram, 
Sunflower","56060","NIL","Secretary, APMC., 
Kumbarpet, Shorapur, 
Distt. Gulbarga."
"4.","Shahpur","RPM","MCG","NIL","- do -","34","Groundnut, 
Redgram","43341","YES","Secretary, APMC., 
Shahpur-585223,        
Distt. Gulbarga."
