"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"8.","KOZHIKODE 
(CALICUT) 
(9)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Manjeri 
Municipal 
Market","NRM","PSG","NIL","Melattoor","17","Banana, Drum 
stick, Leafy 
Vegetable, Tomato","NIL","NIL","Municipal Market, Manjeri, 
(Malappuram Road, Eranad 
  
Taluk-676121"
"2.","Hill Produce 
Market, Manjeri","- do -","- do -","NIL","- do -","17","Pepper, Arecanut, 
Ginger, Cashew","NIL","NIL","Pondikkad Road, Manjeri, 
Eranad Taluk,        
Malappuram -676121"
"3.","Fish Market, 
Kondatty","- do -","NIL","NIL","Feroke","22","Fish, Dry Fish","NIL","NIL","Bye pass Road, Kondotty, 
Malappuram -673638"
"4.","Chelari","- do -","NIL","NIL","Parapangode","18","Cow, Goat, 
Buffalo, Bullock","NIL","NIL","Cattle market,            
Chelari, Malappuram  
(Thiruvangadi Block) – 
670604"
"5.","Perinthalmanna 
Hill Produce 
Market","- do -","PSG","NIL","Angadippuram","4","Pepper, Copra, 
Ginger, Cashew","NIL","NIL","Mannarghat Road, 
perinthalmanna, 
Malappuram -679322"
"6.","Cattle Market 
Weekly","- do -","NIL","NIL","- do -","4","Cow, Bullock, 
Buffalo, Goat","NIL","NIL","Angadippuram, 
Perinthalmanna Road, 
Malappuram -679322"
"7.","Tirur Hill 
Produce Market","- do -","NIL","NIL","Tirur","0","Arecanut, Pepper, 
Copra","NIL","NIL","Old Market Road, Near Rly. 
Station,  Tirur- 676101"
"8.","Changaramkulam","- do -","NIL","NIL","Changaramkula
m","0","Arecanut","0494-
666428","YES","Fishing Harbour, Ponnani, 
Malappuram Distt."
"9.","Ponnani Fish 
Market","- do -","NIL","NIL","Guruvayoor","21","Chemmeen 
(Prawns)","NIL","NIL","Tanur Beach, 
             
Tanur – 676101, 
Malappuram Distt."
