"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"2.","ERNAKULAM  
(35)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"10.","Kalampoor 
Cattle Market","NRM","NIL","NIL","Aluva","50","Goat","0485-
282222","NIL","Kalampoor Cattle Market, 
Ayavana Panchayat, 
Moovattupuzha Block."
"11.","Kaloorkadu 
Market","- do -","PSG","NIL","Ernakulam","65","Rubber, Ginger, 
Pepper, Nutmeg","0485-
289225","NIL","Kaloorkadu Market, 
Kaloorkadu Panchayat, 
Moovattupuzha Block."
"12.","Kizhakkambalam 
Market","- do -","- do -","NIL","Aluva","15","Banana, Arecanut, 
Coconut, Pepper","0484-
680222","NIL","Kizhakkambalam Market, 
Kizhakkambalam 
Panchayat, Vazhakkulam 
Block."
"13.","Koothattukulam 
Market","- do -","- do -","PRC","Piravom Road","15","Banana, Vegetables, 
Coconut, Arecanut","0485-
252350","NIL","Koothattukulam Market, 
Koothattukulam 
Panchayat, Pampakkuda 
Block."
"14.","Koothattukulam 
Cattle Market","- do -","NIL","NIL","- do -","15","Cattle, Buffaloes, 
Goat, Pigs","- do -","NIL","Koothattukulam Cattle 
Market, Koothattukulam 
Panchayat, Pampakkuda 
Block."
"15.","Kothamangalam 
Municipal 
Market","- do -","PSG","PRC","Aluva","35","Banana, Pepper, 
Ginger, Coconut","822260","NIL","Kothamangalam 
Municipal Market, 
Kothamangalam 
Municipality, Ernakulam 
Distt."
"16.","Kothamangalam 
Cattle Market","- do -","NIL","NIL","- do -","35","Cattle","822260","NIL","- do -"
"17.","Manathoor 
Market","- do -","PSG","NIL","Ernakulam","40","Banana, Pepper, 
Ginger, Arecanut","0485-
875354","NIL","Manathoor Market, 
Thirumarady Panchayat, 
Pampakkuda Block."
"18.","Mattanchery 
Market","- do -","- do -","PSC 
PRC","Cochin","6","Vegetables, Copra, 
Coconut oil, Pepper","NIL","NIL","Mattancherry Market, 
Mattancherry, Cochin-2"
