"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"2.","ERNAKULAM  
(35)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"19.","Mulanthuruthy 
Market","NRM","PSG","NIL","Ernakulam","20","Rubber, Vegetable, 
Banana, Tapioca","0484-
740250","NIL","Mulanthuruthy Market, 
Mulanthuruthy Panchayat, 
Mulanthuruthy Block"
"20","Muvattupuzha 
Municipal 
Market","- do -","- do -","PRC","Aluva","40","Banana, Rubber, 
Ginger, Pineapple","835347","NIL","Muvattupuzha Municipal Market, 
Muvattupuzha Municipality, 
Ernakulam Distt."
"21.","Muvazttupuzha 
Rural Wholesale 
Agricultural 
Market","NRM","SFG","NIL","Aluva","40","Pineapple, Spices","813200","YES","Muvattupuzha Rural Wholesale 
Agril. Market, State Govt., 
Muvattupuzha."
"22.","Neriamangalam 
Market","- do -","PSG","NIL","- do -","40","Banana, 
Coconut,Vegetable
, Rubber","0485-
559061","NIL","Neriamangalam Market, 
Kavalangad Panchayat, 
Nellimattom P.O.-686693, 
Kothamangalam Block."
"23.","Pampakuda 
Market","- do -","- do -","NIL","Piravom 
Road","20","Banana, pepper, 
Rubber, Ginger","0485-
273028","NIL","Pampakkuda Market, Pampakkuda 
Panchayat, pampakkuda Block."
"24.","Pandampilly 
Market","- do -","- do -","NIL","Ernakulam","60","- do -","0485-
255063","NIL","Pandampilly Market, Arakkuzha 
Panchayat, Muvattupuzha Block"
"25.","Parur Municipal 
Market","- do -","- do -","PRC","Aluva","20","Banana, 
Vegetables, 
Coconut, Arecanut","442327","NIL","Parur Municipal Market, Parur 
Municipality, Ernakulam Distt."
"26.","Pepper Forward 
Market, 
Mattancherry","- do -","- do -","NIL","Cochin","6","Pepper","NIL","NIL","Pepper Forward Market, 
Mattanchery Jew Town, Cochin-2."
"27.","Perumbavoor 
Municipal 
Market","- do -","- do -","PRC","Aluva","20","Banana, Turmeric, 
Coconut, Arecanut","522729","NIL","Perumbavoor Municipal Market, 
Perumbavoor Municipality, 
Ernakulam Distt."
"28.","Perumbavoor 
Cattle Market","- do -","NIL","NIL","- do -","20","Cattle, Buffaloes, 
Goat","522729","NIL","Perumbavoor Cattle Market, 
Perumbavoor Municipality, 
Ernakulam Distt."
