"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"14.","WAYANAD 
(5)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Sultan Battery","NRM","PSG","NNIL","Calicut","105","Pepper, Ginger, 
Turmeric, Tapioca","NIL","NIL","Hill Produce Market, 
Kalpetta Road, Sultan 
Battery P.O., 
             
Wayanad Distt.-673592."
"2.","Kalpette","- do -","- do -","NIL","- do -","74","Pepper, Ginger, 
Turmeric, 
Cardamom","NIL","NIL","Calicut Road,              
Kalpetta-673121."
"3.","Meenangadi","- do -","- do -","NIL","- do -","95","Pepper, Ginger, 
Turmeric, Coffee","NIL","NIL","Kalpetta Road,    
Meenangadi-673591"
"4.","Manatody","- do -","- do -","NIL","Tellichery","72","- do -","NIL","NIL","Pulpally Road, 
            
Manuntody-670645."
"5.","Pulpally","- do -","- do -","NIL","- do -","105","- do -","NIL","NIL","Nadavayal Road, 
          
Pulpally-673579."
