"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"12.","THIRUVANA- 
NTHAPURAM 
(TRIVANDRAM) 
 (23)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Aralummoodu","NRM","NIL","NIL","Balaramapuram","1.5","Banana, Coconut, 
Vegetable, 
Tamarind","0471-
222242","NIL","Aralummoodu Vegetable 
Market, (Neyatinkara) 
Aralummoodu P.O.-695123"
"2.","Aralummoodu","- do -","NIL","NIL","- do -","1.5","Cattle","0471-
222242","NIL","Aralummodu Cattle Market, 
Aralamoodu P.O.-695123"
"3.","Aryancode","- do -","NIL","NIL","Neyatinkara","14","Banana, Coconut, 
Pepper, Cashewnut","0471-
255226","NIL","Aryancode Market Near 
Panchayat Office, 
Aryancode"
"4.","Attingal","- do -","SWG","NIL","Chirayankil","7","Banana, Vegetable, 
Copra, Cashewnut","0472-
624217","NIL","Attingal Market,          
Attingal-695101"
"5.","Chalai","- do -","- do -","NIL","Trivandrum 
Central","1","Banana, Vegetable, 
Fruits, Rice","0471-
320821","NIL","Chalai Fruit & Vegetable 
Market, Chalai,   
Trivandrum-695036"
"6.","Kallara Public 
Market","- do -","NIL","NIL","Chirayankil","30","Pepper, Coconut, 
Arecanut, Tapioca","0472-
860240","NIL","Kallara Public Market, 
Kallara,                  
Trivandrum Distt.-695608"
"7.","Kattakada Market","- do -","NIL","NIL","Trivandrum 
Central","11","Pepper, Tapioca, 
Coconut, Arecanut","0471-
290333","NIL","Kattakada Market, 
Poovachal Panchayat, 
Kattakada-695572"
"8.","Kilimanur Market","- do -","CSC","NIL","Chirayankil","17","Pepper, Arecanut, 
Ginger, Cashewnut","0471-
672335","NIL","Kilimanur Market, 
Pazhayakunnummel 
Panchayat, Trivandrum 
Distt.-695601"
"9.","Kunnanad","- do -","NIL","NIL","Neyatinkara","16","Banana, Coconut, 
Tapioca, Pepper","0471-
255238","NIL","Kunnad Market, 
Ottasekarmangalam-695125"
"10.","Mammam","NRM","NIL","NIL","Chirayankil","8","Cattle","NIL","NIL","Mammam Cattle Market, 
Attingal-695101"
"11.","Manacaud","- do -","SWG","NIL","Trivandrum 
Central","2","Banana","0471-
320821","NIL","Manacaud Market, 
Trivandrum City-695009"
