"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"2.","ERNAKULAM  
(35)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"29.","Piravom Market","NRM","PSG","PRC","Pivarom 
Road","5","Banana, Coconut, 
Rubber, Pepper","0485-
242669","NIL","Piravom Market, Piravom 
panchayat, Pampakuda Block"
"30.","Puthenkurisu 
Market","- do -","- do -","NIL","Ernakulam","25","Banana, 
Vegetables, 
Rubber, Coconut","0484-
730033","NIL","Puthenkurisu Market, Vadavucode 
Panchayat,                     
Vadavucode Block-682308."
"31.","Thoppumpady 
Fish Market","- do -","- do -","PSC","Cochin","4","Fish","NIL","NIL","Thoppumpady Fish Market, 
Fishing Harbour, C/o. Port Trust, 
Cochin."
"32.","Thripunithura 
Municipal 
Market","- do -","- do -","PRC","Thrippunith
ura","2","Banana, 
Vegetables, 
Coconut, Pepper","780318","NIL","Thripunithura Municipal Market, 
Thripunithura Municipality, 
Ernakulam Distt."
"33.","Vadavucode 
Cattle Market","- do -","NIL","NIL","- do -","18","Cattle","0484-
730033","NIL","Vadavucode Cattle Market, 
Puthenkurisu Panchayat, 
Vadavucode Block."
"34.","Varappuzha 
Public Market","- do -","PSG","NIL","Aluva","10","Banana, 
Vegetables, 
Coconut, Arecanut","0484-
555559","NIL","Varappuzha Public Market, Eloor 
Panchayat-683501, Alangad Block."
"35.","Vazhankkulam 
Market","- do -","- do -","PSC 
PRC","Ernakulam","60","Pineapple, 
Coconut, Pepper, 
Arecanut","0485-
260231","NIL","Vazhakkulam Market, Manjallur 
Panchayat,                    
Moovattupuzha Block-686670."
