"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"3.","IDUKKI 
(28)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"21.","Thankamony 
Market","- do -","PSG","NIL","Kottayam","140","Pepper, Arecanut, 
Cashew, Coffee","0486-
875250","NIL","Thankamony Market, Kamakshy 
Panchayat, Idukki Block"
"22.","Thodupuzha 
Municipal 
Market","- do -","PSG, SFG, 
SWG, FCG","PRC","- do -","60","Banana, Ginger, 
Coconut, Pepper","0486-
95486, 
222711","NIL","Thodupuzha Municipal Market, 
Thodupuzha – 685584."
"23.","Thopramkudy 
Market","NPM","PSG","NIL","- do -","145","Pepper, Cashew, 
Cardamom, Coffee","0486-
863231","NIL","Thopramkudy Market, Vethikudy 
Panchayat, Idukki Block"
"24.","Udumbanchola 
Market","- do -","- do -","NIL","- do -","150","Cardamom, 
Pepper, Ginger, 
Arecanut","0486-
837360","NIL","Udumbanchola Market, 
Udambanchola Panchayat, 
Nedumkandam Block"
"25.","Vandanmedu 
Market","- do -","SFG 
SWG 
PSG","NIL","- do -","145","Cardamom, 
Pepper, Ginger, 
Coffee","0486-
877028","NIL","Vandanmadu Market, Vandanmadu 
Panchayat, Kottappana Block"
"26.","Vandiperiyar 
Market","- do -","PSG","NIL","- do -","140","- do -","0486-
352258","NIL","Vandiperiar Market, Vandiperiar 
Panchayat, Arudai Block"
"27.","Vannappuram 
Market","- do -","- do -","NIL","- do -","90","Rubber, Ginger, 
Pepper, Coffee","0486-
245339","NIL","Vannappuram Market, 
Vannapuram Panchayat, 
Ilamdesom Block"
"28.","Velliamattom 
Market","- do -","- do -","NIL","- do -","74","Pepper, Ginger, 
Rubber, Cashewnut","0486-
276226","NIL","Veliamattom Market, Veliamattom 
panchayat, Ilamdesom Block."
