"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"11.","PATHANAMTHITTA 
 (8)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Anantharamapuram 
Municipal Market 
(Parakodu)","NRM","SWG","NIL","Kottarakara","25","Yams, Ginger, 
Pepper, Cashewnut","0473-
428362 
(Adoor)","NIL","Anantharamapuram 
Municipal Market, 
Parakkoda-691554"
"2.","Bellard Market, 
Kozhancherry","- do -","NIL","NIL","Thiruvalla","16","Banana, Tapioca, 
Stringbean 
bittergourd","0473-
312052","NIL","Bellard Market, 
Kozhancherry"
"3.","Kumpillans Public 
Market","- do -","NIL","NIL","- do -","35","Banana, Pepper, 
Arecanut, 
Cashewnut","-","NIL","Kumpillans Public Market, 
Malayalapuzha"
"4.","Narayanapuram Public 
Market (Konni)","- do -","NIL","NIL","Punalur","30","Banana, yams, 
Black Pepper, 
Arecanut","0473-
342223","NIL","Narayanapuram Public 
Market, Konni-689691"
"5.","Panthanam Public 
Market","- do -","NIL","NIL","Chengannur","10","Banana, Yams, 
Ginger, Cucurbitas","0473-
452251","NIL","Panthalam Market, 
Panthanam-689501"
"6.","Pathanamthitta","- do -","NIL","NIL","Thiruvalla","30","Vegetable, yam, 
Banana, Cucurbitas","0473-
322249","NIL","Pathanamthitta market, 
pathanamthitta-689645"
"7.","Sri narayana Vilasam 
Market","- do -","NIL","NIL","- do -","14","Banana, Banana  
seedling, 
Tamarind, Pepper","0473-
682254","NIL","Srinarayanvilasam market, 
Mallapally-689585"
"8.","Thiruvalla Market","- do -","SWG","NIL","- do -","1","Cucurbita, Banana, 
Yams, Tapioca","0473-
601315","NIL","Thiruvalla public Market, 
Thiruvalla-689101"
