"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"8.","KUPWARA 
(2)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Fruit & Vegetable 
Market, Handwara","NRM","SFG","NIL","Jammu","350","Apricot, Morel, 
Mushroom, Pear","NIL","NIL","Area Marketing Officer, Deptt. of  
Horticulture (Planning & 
Marketing),  J.& K. Govt., Kupwara."
"2.","Fruit & Vegetable 
Market, Kupwara","NRM","SFG","NIL","Jammu","400","Walnut, Morel, 
Apple, Pear","01955-
62436","NIL","- do -"
"9.","LEH             
(1)","","","","","","","","",""
"1.","Fruit & Vegetable 
Market, Leh.","NRM","SFG","NIL","Jammu","750","Apricot, Radish, 
Turnip, Cabbage","NIL","NIL","Area Marketing Officer, Deptt. of  
Horticulture (Planning & 
Marketing),  J.& K. Govt., Leh, 
Ladakh. (J. & K.)"
"10.","POONCH        
(1)","","","","","","","","",""
"1.","Fruit & Vegetable 
Market, Poonch","NRM","SFG","NIL","Jammu","300","Pear, Beans, 
Plum, Walnut","NIL","NIL","Area Marketing Officer, Deptt. of  
Horticulture (Planning & 
Marketing),  J.& K. Govt., Fort 
Building, Poonch."
"11.","PULWAMA       
(2)","","","","","","","","",""
"1.","Fruit & Vegetable 
Market, Pulwama","NRM","SFG","NIL","Jammu","280","Apple, Walnut 
Pear, Almond","01933- 
40280","NIL","Area Marketing Officer, Deptt. of  
Horticulture (Planning & 
Marketing),  J.& K. Govt., New 
Hospital Road,  Pulwama."
"2.","Fruit & Vegetable 
Market, Shopian","NRM","SFG","NIL","Jammu","300","-do-","01933- 
61091","NIL","Area Marketing Officer, Deptt. of  
Horticulture (Planning & 
Marketing),  J.& K. Govt., Batpora 
Road, Near I.T.I. Shopian,         
Distt. Pulwama."
