"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"19.","YAMUNANAGAR 
 (17)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Bilaspur","RPM","MCG, FCG","NIL","Mustafabad","15","Paddy, Wheat, 
Gram, Pulses","01735-
73333","YES","Secretary,  Mkt. Committee, 
Grain Market,  Bilaspur."
"2.","Chhachrauli","RPM","NIL","NIL","- do -","20","- do -","01735-
87209","YES","Secretary,  Mkt. Committee, 
Grain Maarket,  Chhachrauli.."
"3.","Khizrabad","RSM","MCG, FCG","NIL","- do -","25","- do -","NIL","YES","Grain Market,  Khizrabad"
"4.","New Grain Mkt. 
Khizrabad","RSM","NIL","NIL","- do -","25","- do -","NIL","YES","New Grain Market, 
Khizrabad."
"5.","Jagadhari","RPM","CSC, SWG, 
MCG, PSG","NIL","Jagadhari","2","- do -","01732-
20686","YES","Secretary, Mkt. Committee, 
Grain Maarket, Jagdhari."
"6.","Fodder Market","RSM","NIL","NIL","- do -","2","Fodder,","NIL","YES","Fodder Market, Jagdhari."
"7.","Subzi Mandi","RSM","NIL","NIL","- do -","1","Potato, Onion, 
Vegetable & Fruit","NIL","YES","Subzi Mandi, Jagdhari."
"8.","Mustafabad","RPM","CSC, PSG, 
FCG","NIL","Mustafabad","2","Paddy, Wheat 
Grram, Pulses","01732-
86217","YES","Secretary,  Mkt. Committee, 
Grain Maarket,  Mustafabad."
"9.","Radaura","RPM","CSC, PSG, 
FCG","NIL","Jagadhari","35","- do -","01732-
84257","YES","Secretary,  Mkt. Committee, 
Grain Market,  Radaura."
"10.","Gumthala Rao","RSM","NIL","NIL","- do -","30","- do -","NIL","YES","Grain  Market, Gumthala Rao."
"11.","Jathalana","RSM","NIL","NIL","- do -","35","- do -","NIL","YES","Grain Market, Jathalana."
"12.","Sadhaura","RPM","CSC, SWG, 
MCG, FCG","NIL","Mustafabad","20","- do -","01735-
71231","YES","Secretary,  Mkt. Committee, 
Grain Maarket,  Sadhaura."
"13.","Rasulpur","RSM","NIL","NIL","- do -","25","- do -","NIL","YES","Grain Market,  Rasulpur."
"14.","Yamunanagar","RPM","NIL","PRC","Yamunanagar","2","- do -","01732-
52518","YES","Secretary,  Mkt. Committee, 
Grain Maarket,  Yamunanagar."
"15.","Fodder Market","RSM","NIL","NIL","- do -","2","Fodder","NIL","YES","Fodder Market,  
Yamunanagar."
"16.","Gur Mandi","RSM","NIL","NIL","- do -","1.5","Jaggery, Khansari","NIL","","Gur Mandi,  Yamunanagar."
"17.","Subzi Mandi","RSM","NIL","NIL","- do -","1.5","Potato, Onion 
Vegetable & Fruit","NIL","YES","Subzi Mandi,  Yamunanagar."
