"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"3.","FARIDKOT 
(9)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Bajakhana","RSM","-","Nil","Jaito","8","Wheat, Paddy, 
Cotton","Nil","Nil","The Incharge, Sub Market Yard, 
Bajakhana (Jaito)"
"2.","Bargadi","- do -","-","- do -","Kotkapura","12","- do -","- do -","- do -","The Incharge, Sub Market Yard, 
Bargadi (Kotkapura)"
"3.","Faridkot","RPM","CSC","PRC","Faridkot","1","Wheat, Paddy, 
Cotton, 
Musatard","01639-
50931","Yes, 
Cotton","The Secretary, M.C., Faridkot"
"4.","Goluwala","RSM","-","Nil","Goluwala","1","Wheat, Paddy,","Nil","No","The Incharge, Sub Market Yard, 
Goluwala (SADIQ)"
"5.","Jaitu","RPM","SWG, CSC","- do -","Jaito","1","Wheat, Paddy, 
Cotton, Mustard","01635-
30294","Yes","The Secretary, M.C., Jaito"
"6.","Jand Saheb","RSM","-","- do -","Faridkot","25","Wheat, Paddy","Nil","Nil","The Incharge, Sub Market Yard, 
Jand Saheb (SADIQ)"
"7.","Kot Kapura","RPM","SWG, PSG, 
CSC","PRC","Kotkapura","1","Wheat, Paddy, 
Cotton, Mustard","01635-
20074","Yes","The Secretary, Market 
Committee, Kotkapura"
"8.","Kot Sukhian","RSM","-","Nil","Faridkot","16","Wheat, Paddy","Nil","Nil","The Incharge, Sub Market Yard, 
Kot Sukhian (Faridkot)"
"9.","Sadiq","RPM","-","- do -","- do -","18","- do -","01639-
20012","- do -","The Secretary, Market 
Committee, Sadiq (Faridkot)"
