"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"1.","AMRITSAR     
(43)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"14.","Ghariala","RSM","Nil","Nil","Ghariala","0","Wheat, Paddy, 
Cotton, Mustard","01851-44600","Nil","The Secretary, M.C., Patti"
"15.","Harike","- do -","- do -","- do -","Patti","21","Wheat, Paddy, 
Mustard","- do -","- do -","- do -"
"16.","Harsha 
Chheena","- do -","- do -","- do -","Amritsar","15","Wheat, Paddy","01858-44761","- do -","The Secretary, M.C., Chogawan"
"17.","Jandiala","- do -","CSC","- do -","Jandiala","4","Wheat, Paddy, 
Mustard","0183-432027","- do -","The Secretary, M.C., Gehri 
Mandi"
"18.","Jeobala","- do -","Nil","- do -","Taran 
Taran","24","Wheat, Paddy","01852-70255","- do -","The Secretary, M.C., Chobal"
"19.","Kathunagal","- do -","- do -","- do -","Kahunagal","3","- do -","0183-773353","- do -","The Secretary, M.C., Majitha"
"20.","Khadoor Sahib","RPM","- do -","- do -","Khadoor 
Sahib","0","- do -","01859-37506","- do -","The Secretary, M.C.,Khadoor 
Sahib"
"21.","Khalra","RSM","RCG","- do -","Patti","32","Wheat, Paddy, 
Chillies, 
Mustard","01851-72028","- do -","The Secretary, M.C., 
Bhikhiwind"
"22.","Khasa","RSM","Nil","- do -","Khasa","1","Wheat, Paddy","0183-382605","- do -","The Secretary, M.C., Attari"
"23.","Khem Karan","RPM","- do -","- do -","Khem 
Karan","1","Wheat, Paddy, 
Cotton, Mustard","01851-68636","- do -","The Secretary, M.C., Khemkaran"
"24.","Majitha","- do -","FCG, CSC","- do -","Majitha","1","Wheat, Paddy","0183-773353","Yes","The Secretary, M.C., Majitha"
"25.","Mehta","- do -","FCG","- do -","Rayya","20","Wheat, Paddy, 
Mustard","01853-56725","- do -","The Secretary, M.C.,  Mehta"
"26.","Mewa Mandi","RSM","Nil","- do -","Amritsar","1","Tomato, Green 
Veg.","0183-
525264,  
525956","- do -","The Secretary, M.C.,  
Distt.Mandi Bhavan, Guruwali 
Gate, Amritsar"
"27.","Naushera 
Panuwan","RPM","- do -","- do -","Taran 
Taran","14","Wheat, Paddy, 
Vegetables","01852-47262","Nil","The Secretary, M.C., Naushehra 
Panuwan"
