"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"4.","FATEHGARH 
SAHIB (8)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Amloh","RPM","MCG, FCG, 
SWG,  SFG","PRC","Khanna","10","Wheat, Paddy","01765-
30082","Yes","The Incharge, Market 
Committee, Amloh."
"2.","Bassi Pathana","- do -","FCG, SWG, 
SFG","- do -","Bassi 
Pathana","0.5","- do -","01763-
50038","Nil","The Incharge, Market 
Committee, Bassi Pathana."
"3.","Bhamarsi 
Buland","RSM","Nil","Nil","Sirhind","12","- do -","- do -","- do -","The Incharge, Market 
Committee, Charnathal,."
"4.","Chanarthal","RPM","SWG, FCG","Nil","- do -","17","- do -","01763-
69289","- do -","The Incharge, Market 
Committee, Charanthal,"
"5.","Gobindgarh","RSM","MCG, FCG, 
SWG, SFG","PRC","Gobindgarh","0.5","- do -","Nil","- do -","The Incharge, Market 
Committee, Amloh."
"6.","Khamanon","RPM","FCG, SFG","- do -","Morinda","15","- do -","01628-
68235","- do -","The Incharge, Market 
Committee, Khamanon."
"7.","Sanghol","RSM","SWG, FCG,","- do -","- do -","13","- do -","Nil","- do -","- do -"
"8.","Sirhind","RPM","FCG, SWG, 
SFG","- do -","Sirhind","1","Wheat, Paddy, 
Onion, Potato","01763-
22042","- do -","The Incharge, New Market 
Sirhind."
