"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"14.","NAWAN-
SHAHAR    
(9)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Aurat Garcha","RSM","Nil","Nil","Nawanshahar","12","Wheat, Paddy, 
Maize, Sunflower","Nil","Nil","The Secretary, M.C., 
Nawanshahar"
"2.","Balachaur","RPM","FCG","PRC","- do -","22","- do -","01885-20046","- do -","The Secretary, M.C., 
Balachaur, VPO. Saryoya"
"3.","Banga","- do -","FCG, SWG, 
PSG, SFG","- do -","Banga","2","Wheat, Paddy, 
Maize, Mustard","01823-60038","- do -","The Secretary, M.C., Banga 
(Nawanshahar)"
"4.","Behram","RSM","Nil","Nil","- do -","10","Wheat, Paddy","Nil","- do -","- do -"
"5.","Jadla","- do -","- do -","PRC","Nawanshahar","10","- do -","- do -","- do -","The Secretary, M.C., 
Nawanshahar, VPO. Jadla"
"6.","Katarian","- do -","- do -","Nil","Banga","10","- do -","- do -","- do -","The Secretary, M.C., Banga 
(Nawanshahar)"
"7.","Mukandpur","- do -","- do -","- do -","- do -","10","- do -","- do -","- do -","The Secretary, M.C., VPO. 
Mukandpur (Nawanshahar)"
"8.","Nawanshahar","RPM","FCG, SWG, 
PSG, SFG","PRC","Nawanshahar","0.5","Wheat, Paddy, 
Maize, Sunflower","01823-2006","- do -","- do -"
"9.","Rahon","RSM","SWG, PSG","Nil","Rahon","1","Wheat, Paddy","Nil","- do -","The Secretary, M.C., 
Nawanshahar, VPO. Rahon"
