"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"20.","EAST 
SINGHBHUM 
( 13)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Chakulia","RPM","CSC, PSG","NIL","Chakulia","2","Paddy, Maize, 
Vegetable, 
Vegetable oils","5543","NIL","APMC,  Chakulia, 
Jharkhand."
"2.","Bakargora","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","-  do -"
"3.","Ghatshila","- do -","- do -","NIL","NIL","NIL","- do - 
- do -","NIL","NIL","- do -"
"4.","Musabani","- do -","- do -","NIL","NIL","NIL","- do - 
- do -","NIL","NIL","- do -"
"5.","Santhalbhum 
Anchal","- do -","- do -","NIL","NIL","NIL","- do - 
- do -","NIL","NIL","- do -"
"6.","Jamshedpur","RPM","PCG, CWG, 
SPG, MCG, 
CSC","PRC","Tata Nagar","10","Foodgrains, 
Vegetable oil 
Onion,  Potato, 
Vegetable","0657-
494131 
494131 (R)","YES","APMC,  Jamshedpur, 
Jharkhand."
"7.","Bistupur","RSM","PSG","NIL","- do -","NIL","- do -","1 to 7 Sub 
Market","NIL","-  do -"
"8.","Chandil","- do -","- do -","NIL","NIL","NIL","- do -","NIL","NIL","- do -"
"9.","Chita  Gamaharia","- do -","- do -","NIL","NIL","NIL","- do -","NIL","NIL","- do -"
"10.","Golmuri","- do -","- do -","NIL","NIL","NIL","- do -","NIL","NIL","- do -"
"11.","Jeem Bazar","- do -","- do -","NIL","NIL","NIL","- do -","NIL","NIL","- do -"
"12.","Mango","RSM","- do -","NIL","NIL","NIL","- do -","NIL","NIL","- do -"
"13.","Sakchi","- d0 -","- do -","NIL","NIL","NIL","- do -","NIL","NIL",""
