"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"13.","GUNA         
 (19)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"9.","Isagarh","RPM","-","NIL","Guna","48","Gram, Soy., Lentil, 
Wheat","07541-
44039","NIL","Sec,  K.U.M.,  Isagarh"
"10.","Jamner *","RSM 
*","NIL","NIL","NIL","NIL","NIL","NIL","NIL","N.A."
"11.","Kumbhraj","RPM","SWG-1","NIL","Kumbhraj","3","Soyabean, Gram, 
Redgram, Wheat","07546-
43237","NIL","Sec., K.U.M., Kumbhraj"
"12.","Maksudangarh","- do -","PSG-3 
MCG-2","NIL","- do -","48","- do -","NIL","NIL","Sec, M.U.K., Maksutangarh"
"13.","Mugwas","RSM","NIL","NIL","Binaganj","37","Soyabean, Gram, 
Lentil, Wheat","NIL","NIL","Sub Market of Binaganj."
"14.","Mungawali","RPM","SWG-1","NIL","Mungawali","1","Gram, Lentil, 
Wheat, Soyabean","07548-
72204","NIL","Sec, K.U.M., Mungawali"
"15.","Panchi","RSM","NIL","NIL","Binaganj","47","Soyabean, Gram, 
Lentil, Wheat","NIL","NIL","Sub Market of Principal 
Market, Binaganj"
"16.","Piprai","RPM","CSC-1 
PSG-2","NIL","Piprai","0.5","Soyabean, Gram, 
Lentil, Sarson","07543-
47226","NIL","Sec., K.U.M.,  Piprai"
"17.","Raghogarh","- do -","SWG-1 
CSC-2","NIL","Raghogarh","4","Soyabean, Gram, 
Wheat, Lentil","07544-
43237","NIL","Sec, K.U.M., Raghogarh"
"18.","Ruthiyai *","RSM","NIL","NIL","NIL","N.A.","NIL","NIL","NIL","N.A."
"19.","Shadora","RPM","MCG-2 
PSG-1","NIL","Shadora","0.5","Gram, Lentil, 
Wheat, Soyabean","07541-
26606","NIL","Sec, K.U.M., Shadora."
