"Name of district and 
wholesale market","","State of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"38.","SHAJAPUR      
 (19)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Aagar","RPM","PSG-22 
MCG-1","NIL","Ujjain","66","Soybean, Gram, 
Wheat,  Coriander","52015, 
52092, 
53862","YES","Sec., K.U.M., Sagar."
"2.","Akodia","RPM","MCG-1 
SWG-2","NIL","Akodia","0.5","Soybean, Gram, 
Wheat, Maize","07360-
53130","NIL","Sec., K.U.M., Akodia."
"3.","Arniakalan *","RSM","MCG-2","NIL","Shujalpur","18","NIL","NIL","NIL","NIL"
"4.","Badagaon *","RSM","NIL","NIL","Sarangpur","60","NIL","NIL","NIL","NIL"
"5.","Baircha","RPM","NIL","NIL","Baircha","3","Soybean, Gram, 
Wheat, Maize","35109","NIL","Sec., K.U.M., Baircha."
"6.","Bodod","RPM","PSG-1","NIL","Aalot","35","- do -","56834","NIL","Sec., K.U.M., Bodod, 
Shajapur"
"7.","Kalapipal","RPM","MCG-1 
SWG-3","NIL","Kalapipal","0","Soybean, Wheat, 
Jowar, Maize","63429","NIL","Sec., K.U.M., Kalapipal."
"8.","Kanad","RSM","NIL","NIL","Sarangpur","55","Soybean, Gram, 
Wheat, Coriander","NIL","NIL","C/o. K.U.M., Aagar."
"9.","Maksijhokar","RSM","MCG-1","NIL","Maksi","0","Soybean, Gram, 
Wheat, Maize","NIL","NIL","C/o. K.U.M., Baircha"
"10.","Momanbadodia","RPM","PSG-6","NIL","Sarangpur","14","Soybean, Gram, 
Wheat, Masoor","54635","NIL","Sec., K.U.M., 
Momanbododia."
