"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"13.","GUNA         
 (19)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Aron","RPM","CSC-1, SWG-1 
MCG-1","NIL","Binaganj","30","Gram, Soyabean, 
Wheat, Lentil","07548-
58219","NIL","Sec, K.U.M.,.Aron."
"2.","Ashoknagar","- do -","CSC-4, MCG-5, 
FCG-2, PSG-2, 
SWG-1","NIL","Ashoknagar","2","- do -","07543-
20329","YES","Sec., K.U.M., Ashoknagar"
"3.","Bamouri *","RSM","NIL","NIL","NIL","NIL","NIL","NIL","NIL","NIL"
"4.","Binaganj","RPM","SWG-1, MCG-7 
PSG-3","NIL","Binaganj","1","Soyabean,  Gram, 
Lentil, Wheat","07546-
40243","NIL","Sec, K.U.M., Binaganj"
"5.","Chanderi","RSM","NIL","NIL","Mungawdi","25","Wheat, Gram, 
Soybean, Maize","NO","NIL","C/o. K.U.M., Mungawali"
"6.","Colony","- do -","NIL","NIL","Guna","40","Gram, Soyabean, 
Wheat, Lentil","NO","NIL","C/o. K.U.M., Guna"
"7.","Guna","RPM","NIL","NIL","- do -","6","- do -","07542-
51034","NIL","Sec., K.U.M.,  Guna"
"8.","Gyana *","RSM","NIL","NIL","NIL","NIL","NIL","NIL","NIL","NIL."
