"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"11.","DHAR 
(15)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"8.","Dhar","RPM","CWG-2","NIL","Mhow","50","Soy., Wheat, 
Gram, Maize","07292-
22454","NIL","Sec, K.U.M. Dhar."
"9.","Dharampuri","RSM","MCG-1","NIL","- do -","80","Cotton, Chilli, 
Wheat, Soy.","NIL","NIL","C/o. Sec,  K.U.M.,  
Dhamnoda."
"10.","Gandhwani","RPM","NIL","NIL","- do -","130","- do -","07294-
61258","NIL","Sec, K.U.M., Gandhwani."
"11.","Kesur","RSM","MCG-1","NIL","- do -","50","Soyabean, Wheat, 
Gram, Maize","07292-
74484","NIL","C/o. Sec, K.U.M. Dhar."
"12.","Kukshi","RPM","PSG-3","NIL","Indore","180","Cotton, Chillies, 
Soybean, Maize","07297-
34529","NIL","Sec, K.U.M. Kukshi."
"13.","Manawar","- do -","MCG-1","NIL","Mhow","110","Cotton, Chillies, 
Wheat, Soybean","07294-
32235","NIL","Sec, K.U.M., Manawar."
"14.","Nagda","RSM","MCG-1","NIL","Badnagar","43","Soyabean, Wheat, 
Gram, Maize","72392","NIL","Sub Mandi Nagda, P.O. 
Nagda."
"15.","Rajgarh","RPM","MCG-3","NIL","Indore","100","Soyabean, Cotton, 
Gram, Wheat","07296-
32228","NIL","Sec, K.U.M. Rajgarh."
