"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"18.","JHABUA           
(16)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Alirajpur","RPM","SWG-1 
MCG-1","NIL","Meghnagar","100","Cotton, Greengram, 
Blackgram, Mahua","07394-
33560","NIL","Sec, K.U.M., Alirajpur."
"2.","Bambriya","NRM","PSG-1","NIL","Bamriya","20","Cotton, Maize, 
Soybean, Wheat","NIL","NIL","C/o.  K.U.M., Petalwad."
"3.","Jhabua","RPM","NIL","NIL","Meghnagar","15","Cotton, Soy., 
Groundnut, 
Greengram","07392-
44343","NIL","Sec, K.U.M., Jhabua - 
457661"
"4.","Jhakanwada","RSM","PSG-1","NIL","Bamriya","20","Cotton, Maize, 
Soybean, Wheat","NIL","NIL","C/o. K.U.M., Petalwad."
"5.","Jobat","RPM","SWG-1","NIL","Meghnagar","65","Cotton, Greengram, 
Maize, Blackgram","07393-
88321","NIL","Sec, K.U.M., Jobat."
"6.","Kakanwani","RSM","MCG-1","NIL","Thandla Road","15","Cotton, Maize, 
Wheat","NIL","NIL","C/o.  K.U.M., Thandla."
"7.","Karwad","- do -","PSG-1","NIL","Bamriya","30","Cotton, Maize, 
Soybean, Wheat","NIL","NIL","C/o.  K.U.M., Petalwad."
"8.","Khawasa","- do -","MCG-1","NIL","Thandla Road","28","Cotton, Maize, 
Wheat, Greengram","NIL","NIL","C/o.  K.U.M., Thandla."
