"Name of district and 
wholesale market","","State of 
regu-
lation","Go- 
down 
faci- 
lities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"32.","SARAN 
(18)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Amnor","RSM","PSG","NIL","NIL","NIL","Rice, Wheat, 
Potato, Sugarcane","NIL","NIL","A.P.M.C.,   Chhapara."
"2.","Baniarpar","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"3.","Bhagwan Bazar","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"4.","Chhapara","RPM","PSG","PRC","Chhapara","1","- do -","NIL","NIL","NIL"
"5.","Chhapar Flour 
Mill","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"6.","Ekma","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"7.","Garkka","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"8.","Mandhaura","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"9.","ManjhI","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"10.","Mathavin","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"11.","Monachowk","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"12.","Rivilganj","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"13.","Taraia","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"14.","Dighwara","RPM","PSG","PRC","Dighwara","1","- do -","NIL","NIL","A.P.M.C.,  Dighwara."
"15.","Bhanpur","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"16.","Daria","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"17.","Parsa","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
"18.","Shitalpur","RSM","PSG","NIL","NIL","NIL","- do -","NIL","NIL","NIL"
