"Name of district and 
wholesale market","","State of 
regu-
lation","Go- 
down 
faci- 
lities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"18.","MADHUBANI 
(18)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Benipathi","RPM","PSG","PRC","NIL","NIL","Paddy, Pulses, 
Fish, Sugarcane, 
Makhana","06276-22263","NO","A.P.M.C., Benipathi."
"2.","Bhawanipur 
Bazar","RSM","- do -","- do -","Bhawanipur","1","- do -","NO","- do -","A.P.M.C.,   Madhubani."
"3.","Lohat","RSM","- do -","- do -","NIL","NIL","- do -","- do -","- do -","- do -"
"4.","Madhubani","RPM","PSG, 
MCG","- do -","Madhubani","1","- do -","- do -","- do -","- do -"
"5.","Madhavpur 
Gram","RSM","PSG","- do -","NIL","NIL","- do -","- do -","- do -","- do -"
"6.","Pandol Bazar","RSM","- do -","- do -","Pandol","0.5","- do -","- do -","- do -","- do -"
"7.","Rajnagar","RSM","- do -","- do -","Rajnagar","0.5","- do -","- do -","- do -","- do -"
"8.","Rampatti","RSM","- do -","- do -","NIL","NIL","- do -","- do -","- do -","- do -"
"9.","Sahari Bazar","RPM","- do -","- do -","Sahari","1","- do -","- do -","- do -","- do -"
"10.","Sarisawpatti 
Bazar","RSM","- do -","- do -","NIL","NIL","- do -","- do -","- do -","A.P.M.C.,  Benipathi"
"11.","Andhavathavi","RSM","- do -","NIL","Andhavathavi","NIL","Paddy, Pulses, 
Fish, Makhana","NIL","NO","A.P.M.C.,   Jainagar"
"12.","Awaria Sangram","RSM","- do -","NIL","NIL","NIL","- do -","NIL","- do -","A.P.M.C., Ghoghardiha"
"13.","Basopathi","RSM","- do -","NIL","NIL","NIL","- do -","NIL","- do -","A.P.M.C., Jainagar"
"14.","Ghoghardiha","RPM","- do -","NIL","Ghoghardiha","1","Paddy, Pulses, 
Fish, Makhana","NIL","- do -","A.P.M.C., Ghoghardiha"
"15.","Jainagar","RPM","- do -","NIL","Jainagar","1","Paddy, Pulses","06276 – 
52003","- do -","- do -"
"16.","Jhanjharpur","RPM","- do -","NIL","Jhanjharpur","1","- do -","NIL","- do -","A.P.M.C., Jhanjharpur"
"17.","Madhepur","RSM","- do -","NIL","NIL","NIL","- do -","NIL","- do -","- do -"
"18.","Mahrail 
Panchayat","RSM","- do -","NIL","Mahrail","NIL","- do -","NIL","- do -","- do -"
