"Name of district and 
wholesale market","","State of 
regu-
lation","Go- 
down 
faci- 
lities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"24.","PATNA 
(22)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"12.","M/s. Agrawal 
Cold Storage.","RSM","PSG","YES","NIL","8","Fruits, Vegetables","NIL","NIL","NIL"
"13.","M/s. Bajrangi 
Cold Storage","RSM","PSG","YES","NIL","8","NIL","NIL","NIL","NIL"
"14.","M/s. Prakash 
Cold Storage.","RSM","PSG","YES","NIL","7","Fruits, Vegetables","NIL","NIL","NIL"
"15.","Fatuwah","RPM","PSG","PRC","Fatuwah","1","Rice,  Lentil,  Pulses, 
Wheat, Vegetables","06126 - 
440235","NO","A.P.M.C., Fatuwah."
"16.","Maujipur Hat","RSM","PSG","NIL","- do -","3","Rice,  Lentil, 
Wheat,Vegetables","-","-","-"
"17","Mokamah","RPM","SWG, 
MCG, 
CWG","PSC","Mokamah","5","Foodgrains, Mustard 
oil, Ground Spices, 
Vanaspati","06133-
2369","NO","A.P.M.C.,  Mokamah."
"18.","APMC., 
Musallhpur","RPM","CWG, 
MCG","PSC","Patna City","8","Fruits, Vegetables, 
Fish","NIL","NIL","NIL"
"19.","Alamgunj","RSM","PSG","NIL","Patna City","8","Vegetable oil, 
Foodgrains,","NIL","NIL","NIL"
"20.","Khaje Kalan","RSM","PSG","NIL","- do -","10","Foodgrains, 
Vegetables Oil","NIL","NIL","NIL"
"21.","Patna City","RPM","FCG, 
CWG, 
SFG, 
PSG","PRC","Patna City","4","- do -","NIL","NIL","NIL"
"22.","Thana Chowk","RSM","PSG","NIL","- do -","3","Vegetables oil, 
Foodgrains","NIL","NIL","NIL"
