"Name of district and 
wholesale market","","State of 
regu-
lation","Go- 
down 
faci- 
lities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"19.","MUNGER 
 (1)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","APMC, Munger","RPM","PSG","NIL","Safia Sarai","2","Rice, Wheat, 
Pulses, Oil 
Cakes","NIL","NO","A.P.M.C.,   Safia Sarai, 
Munger."
"","20.  MUZAFFARPUR 
(13)","","","","","","","","",""
"1.","Baruran","RSM","NIL","NIL","Motipur","3","Rice, Wheat, 
Fruits, 
Vegetables","NIL","NIL","NIL"
"2.","Biraiya","RSM","NIL","NIL","- do -","7","- do -","NIL","NIL","NIL"
"3.","Hirahi","RSM","NIL","NIL","- do -","4","- do -","NIL","NIL","NIL"
"4.","Motipur","RPM","PSG","PSC","- do -","5","- do -","06228-24230","NO","A.P.M.C.,   Motipur."
"5.","Dholi","RSM","- do -","NO","Muzaffarpur","16","Foodgrains, 
Pulses, Fruits, 
Vegetables","NIL","NIL","NIL"
"6.","Muzaffarpur 
(Ahyapur)","RPM","CWG, 
PSG, 
SWG","PSC","- do -","10","Foodgrains, 
Tobacco, Fruits, 
Vegetables","0621-
2220450","NO","A.P.M.C.,  Ahyapur."
"7.","Halimpur 
Rajdhara","RSM","NIL","NO","Sahebgganj","7","Rice, Wheat, 
Ground spices, 
Vegetables oil","NIL","NIL","NIL"
"8.","Jagdishpur","RSM","PSG","NO","- do -","11","Rice, Wheat, 
Vegetables oil","NIL","NIL","NIL"
"9.","Madhopur","RSM","-","NO","- do -","9","- do -","NIL","NIL","NIL"
"10.","Manthan Bazar","RSM","PSG","NO","- do -","8","- do -","NIL","NIL","NIL"
"11.","Pipara","RSM","-","NO","- do -","18","- do -","NIL","NIL","NIL"
"12.","Sahpur","RSM","PSG","NO","- do -","12","- do -","NIL","NIL","NIL"
"13.","Sahebganj","RPM","PSG","NO","- do -","14","Rice, Wheat, 
Ground spices, 
Vegetables oil","06436 - 2013","NO","A.P.M.C.,   Sahebganj."
