"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities arriving in 
the market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal 
address"
"8.","DAHOD 
 (17)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"11.","Katwara","RSM","NIL","NIL","Dahod","27","Maize, Gram, Paddy, 
Wheat","NIL","NIL","APMC,  Dahod Post, 
Katwara"
"12.","Limkheda","RPM","MCG","NIL","Limkheda","1","Bullock, Maize, Paddy, 
Jowar","02677-
22551","NIL","APMC, Limkheda-
389140"
"13.","Limdi","RSM","CSC","NIL","- do -","16","Wheat, Paddy, Maize, 
Bajra","NIL","NIL","APMC,. Jhalod Post, 
Limdi-389111"
"14.","Limdi (Animal)","RSM","NIL","NIL","- do -","16","Bullock, Goat, Maize, 
Bajra","NIL","NIL","APMC,  Jhalod Post, 
Limdi-389111"
"15.","Piplod","RSM","NIL","NIL","Piplod","1","Groundnut, Paddy, 
Wheat, Jowar","NIL","NIL","APMC,  Devgadhbaria 
Post, Piplod-389130"
"16.","Simliya","RSM","NIL","NIL","- do -","30","Paddy, Wheat, Jowar, 
Bajra","NIL","NIL","APMC, Devgadhbaria 
Post, Simliya"
"17.","Sanjeli","RSM","NIL","NIL","Dahod","30","- do -","NIL","NIL","APMC,  Jhalod Post, 
Sanjeli-389175"
