"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities arriving in 
the market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal 
address"
"5.","BHARUCH 
 (21)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Amod","RPM","CSC","NIL","Amod","1","Cotton","45505","NIL","APMC, Amod-392110"
"2.","Ankleshwar","RPM","MCG,CSC, 
SWG,CWG","NIL","Ankleshwar","0.25","Cotton, Groundnut, 
Jowar, Wheat","02641-
58176","NIL","APMC,  Ankleshwar-
393001"
"3.","Bharuch","RPM","MCG, CSC, 
FCG,SWG","NIL","Bharuch","2","Cotton, Jowar, Wheat, 
Peas","02642-
43654","NIL","APMC,  Bharuch-
392001"
"4.","Vagra","RSM","NIL","NIL","Vagra","4","Wheat, Cotton, Redgram, 
Blackgram","NIL","NIL","APMC,  Bharuch  Post, 
Vagra"
"5.","Derol","RSM","NIL","NIL","Derol","1","Cotton, Jowar, 
Groundnut, Redgram","NIL","NIL","APMC,  Bharuch  Post,  
Derol-389322"
"6.","Ilav","RSM","NIL","NIL","Kim","12","Cotton, Redgram, Jowar, 
Greengram","NIL","NIL","APMC,  Hansot  Post,  
 
Ilav-394810"
"7.","Gundiya","RSM","NIL","NIL","Netrang","17","Cotton, Groundnut, 
Jowar, Blackgram","NIL","NIL","APMC,  Valia  Post,  
Gundiya."
"8.","Haldar","RSM","NIL","NIL","Bharuch","30","- do -","NIL","NIL","APMC,  Bharuch  Post, 
Haldar"
"9.","Hansot","RPM","MCG,CSC","NIL","Ankleshwar","22","Cotton, Groundnut, 
Redgram, Greengram","02646-
62154","NIL","APMC,  hansot-393110"
"10.","Jhagadia","RPM","MCG,CSC","NIL","Jhagadia","0","Wheat, Cotton, Paddy, 
Redgram","NIL","NIL","APMC,  Jhagadia-
393110"
"11.","Jambusar","RPM","MCG,CSC","NIL","Jambusar","2","Wheat, Cotton, Jowar, 
Bajra","02644-
20068","NIL","APMC,  Jambusar-
392150"
