"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"31.","WASHIM 
 (15)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Ansing","RSM","MCG-7","NIL","Washim","30","Cotton, Soybean, 
Wheat, Oilseed","NIL","NIL","A.P.M.C., Ansing."
"2.","Dhanaj (B)","RSM","MCG-1","NIL","Kherda","20","- do -","NIL","NIL","A.P.M.C.,  Dhanaj, 
        
Tah. Karanja."
"3.","Karanja","RPM","MCG-1","NIL","Karanja","1","- do -","07256-
22040","NIL","A.P.M.C.,  
              
Karanja – 444105."
"4.","Kamargaon","RSM","MCG-1","NIL","Kherda","10","- do -","NIL","NIL","A.P.M.C., Kamargaon, 
     
Tah. Karanja."
"5.","Kenwad","RSM","MCG-1","NIL","Washim","40","Cotton, Greengram, 
Oilseed, Pulses","NIL","NIL","A.P.M.C., Kenwad, 
        
Tah. Risod."
"6.","Loni","RSM","NIL","NIL","- do -","70","- do -","NIL","NIL","A.P.M.C.,  Loni, Tah. Risod."
"7.","Malegaon","RPM","MCG-1 
SWG-3","NIL","- do -","25","Cotton, Soybean, 
Cereals, Pulses","07254-
31238","NIL","A.P.M.C., Malegaon, 
      
Tah. Malegaon."
"8.","Mangrulpir","RPM","MCG-2 
CSC-2 
SWG-1","NIL","- do -","40","Greengram, Cotton, 
Oilseed, Wheat","07247-
30352","NIL","A.P.M.C.,  Mangrulpir, 
     
Tah. Mangrulpir–444403"
