"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"7.","BULDHANA 
(33)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"23.","Motala","RPM","MCG-2","NIL","Malkapur","45","Cotton","07267-
45259","CGFA","APMC.,  Motala, Tah. 
Motala –443103."
"24.","Nandura","RPM","MCG-1","NIL","Nandura","1","Cotton, Pulses, 
Cereals","07279-
21006","- do -","APMC., Nandura, 
         
Tah. Nandura."
"25.","Patarda (BK)","RSM","N9L","NIL","Akot","60","Cotton,  Cereals, 
Pulses","NIL","- do -","APMC.,  Patarda (BK), 
     
Tah. Sangrampur."
"26.","Pimpalgaon Kale","RSM","MCG-1","NIL","Nandura","55","Cotton, Wheat, 
Oilseed, Pulses","NIL","- do -","APMC., Pimpalgaon Kale, 
Tah. Jalgaon Jamod."
"27.","Pimpalgaon Raja","RSM","NIL","NIL","- do -","18","Cotton,  Pulses, 
Cereals, Oilseeds","NIL","- do -","APMC.,  Pimpalgaon Raja, 
Tah. Khamgaon."
"28.","Sangrampur","RPM","MCG-1 
CSC-1","NIL","Akot","55","Cotton, Cereals, 
Pulses","07266-
32231, 
32239","- do -","APMC., Sangrampur, 
      
Tah. Sangrampur."
"29.","Shegaon","RPM","MCG(2) 
CSC(1)","NIL","Shegaon","1","Cotton,  Cereals, 
Pulses, Oilseeds","07265-
52014","- do -","APMC.,  Shegaon, 
        
Tah. Shegaon."
"30.","Sindkhed Raja","RPM","MCG(1)","NIL","Jalna","45","Cotton, Others","07261-
34029","- do -","APMC.,  Sindkhed Raja, 
Tah. Sindkhed Raja."
"31.","Sonala","RSM","NIL","NIL","Akot","65","Cotton,  Cereal, 
Pulses","NIL","- do -","APMC,  Sonala, 
          
Tah. Sangrampur"
"32.","Sulkanpur","RSM","NIL","NIL","Jalna","80","Cotton,  Greengram, 
Oilseeds, Cereals","NIL","- do -","APMC.,  Sulkanpur, 
       
Tah. Lonar."
"33.","Warvat Bakal","RSM","NIL","NIL","Akot","60","Cotton, Cereals, 
Pulses","NIL","- do -","APMC,  Warvat Bakalr,   
Tah. Sangrampur."
