"Name of district and 
wholesale market","","State 
of 
regu-
lation","Godown 
facilities","Cold 
storage 
facility","Nearest 
Railway 
Station","Dis-
tance   
(km)","Commodities 
arriving in the 
market","Tel. 
 No.","Commer-
cial 
 grading 
facility","Complete postal address"
"29.","SOLAPUR 
 (33)","","","","","","","","",""
"","1.","2.","3.","4","5.","6.","7.","8.","9.","10."
"1.","Akkalkot","RPM","CSC, 
RCG, 
SWG","NIL","Akkalkot","11","Blackgram, 
Redgram, 
Groundnut, Gram","02181-
20236","NIL","APMC, Akkalkot"
"2.","Akluj","RPM","CSC, 
RCG, 
SWG","NIL","Pandharpur","45","Jaggery, Maize, 
Jowar, Rice","0218-
522024","NIL","APMC, Akluj"
"3.","Anagar","RSM","CSC, RCG","NIL","Anajar","5","Sheep, Goat","NIL","NIL","RSM, Anagar, C/o. APMC, 
Mohal"
"4.","Barashi","RPM","CSC, RCG","NIL","Barshi","1","Jowar, Redgram, 
Blackgram, Wheat","02184-
22353","NIL","APMC, Barshi"
"5.","Bhalawani","RSM","CSC","NIL","Pandharpur","22","Gr.nut, Jaggery, 
Jowar, Safflower","NIL","NIL","RSM, Bhalwani, C/o. 
APMC, Pandharpur"
"6.","Bhandi Shegaon","RSM","CSC","NIL","- do -","30","- do -","NIL","NIL","C/o. APMC, Pandharpur"
"7.","Dudhani","RSM","CSC","NIL","Akkalkot","1","Redgram, Jaggery, 
Blackgram, Gram","NIL","NIL","C/o. APMC, Akkalkot"
"8.","Jeur","RSM","CSC","NIL","Jeur","1","Bajra, Gr.nut, 
Maize, Jaggery","NIL","NIL","RSM, Jeur, C/o. APMC, 
Karmala"
"9.","Karkumb","RSM","CSC, 
WBG","NIL","Modnimb","10","Jawar, Jaggery, 
Safflower, Maize","NIL","NIL","RSM,  Karkamb, C/o. 
APMC, Pandharpur"
"10.","Karmala","RPM","CSC, 
WBG","NIL","- do -","16","Jowar, Gr.nut, 
Safflower, Bajara","02182-
21343, 
20534","NIL","APMC, Karmala"
"11.","Kasturba","RSM","CSC","NIL","Solapur","5","Onion, Fruits, Veg.","NIL","NIL","RSM, Kasturba, C/o. APMC, 
Solapur"
