State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,20/11/2006,1450,1450,1450,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,02/03/2006,800,1250,800,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,10/03/2006,900,900,900,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,29/05/2006,800,800,800,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,01/06/2006,900,900,900,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,04/07/2006,1216,1216,1216,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,25/08/2006,1325,1325,1325,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,28/08/2006,1355,1355,1355,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,04/09/2006,1300,1300,1300,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,08/09/2006,1415,1450,1430,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,25/09/2006,1375,1450,1450,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,03/10/2006,1425,1425,1425,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,14/10/2006,1260,1360,1260,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,19/10/2006,1350,1400,1400,50
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,07/03/2006,1600,1630,1610,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,13/03/2006,1560,1600,1600,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,05/06/2006,1600,1660,1660,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,06/06/2006,1700,1700,1700,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,20/07/2006,1570,1570,1570,49
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,17/02/2006,1601,1710,1651,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,10/03/2006,1530,1530,1530,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,11/03/2006,1540,1540,1540,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,24/03/2006,1650,1650,1650,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,05/06/2006,2000,2200,2050,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,29/06/2006,1860,2100,1900,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,07/07/2006,2061,2200,2180,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,17/07/2006,1900,2150,2000,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,22/07/2006,1900,1900,1900,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,01/08/2006,2100,2100,2100,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,03/08/2006,2100,2160,2100,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,22/08/2006,2200,2270,2270,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,01/09/2006,2200,2325,2250,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,05/09/2006,2540,2540,2540,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,14/09/2006,2300,2650,2500,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,21/09/2006,2075,2075,2075,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,26/09/2006,2540,3000,2775,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,28/09/2006,2550,3000,2800,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,30/09/2006,2500,3125,3100,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,03/10/2006,2600,3100,3000,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,10/10/2006,1800,1800,1800,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,04/11/2006,2500,3000,2670,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,21/11/2006,2560,2900,2680,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,08/12/2006,2200,2700,2360,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,28/12/2006,2500,2500,2500,6
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,10/01/2006,930,930,930,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,12/01/2006,1525,1525,1525,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,17/02/2006,1010,1040,1010,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,18/02/2006,1000,1180,1060,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,02/06/2006,1100,1221,1200,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,27/06/2006,1205,1340,1250,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,06/07/2006,1100,1260,1135,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,07/07/2006,1226,1260,1226,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,14/07/2006,990,1335,1250,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,21/07/2006,1000,1330,1255,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,31/07/2006,901,901,901,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,04/08/2006,1030,1300,1250,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,11/08/2006,1100,1330,1230,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,29/08/2006,1140,1220,1180,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,07/09/2006,815,1080,1040,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,14/09/2006,1150,1301,1220,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,23/09/2006,1121,1260,1200,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,13/10/2006,1070,1305,1210,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,14/10/2006,1170,1370,1240,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,19/10/2006,1110,1280,1200,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,26/10/2006,1100,1200,1100,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,27/10/2006,1200,1230,1215,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,31/10/2006,950,950,950,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,09/11/2006,1300,1300,1300,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,10/11/2006,850,950,900,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,21/11/2006,990,1050,1010,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,06/12/2006,1025,1455,1250,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,19/12/2006,1230,1230,1230,3
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,10/03/2006,1605,1605,1605,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,30/06/2006,1650,1650,1650,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,23/09/2006,1720,1720,1720,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,26/09/2006,1730,1730,1730,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,03/10/2006,1730,1750,1750,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,27/10/2006,1700,1700,1700,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,06/12/2006,1700,1700,1700,67
Maharashtra,Bhandara,Bhandara,Lentil (Masur)(Whole),Other,FAQ,02/03/2006,1200,1200,1200,63
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,01/04/2007,4000,16000,8000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,17/06/2007,3000,13500,9000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,24/06/2007,4000,18500,8000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,05/08/2007,3000,16750,10000,212
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,03/06/2007,4000,10000,8000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,08/07/2007,2500,15000,6000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,05/08/2007,4000,15000,8000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,12/08/2007,3000,16000,8000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,18/11/2007,4000,16250,10000,217
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,28/10/2007,2500,12500,7000,213
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,03/06/2006,2300,2300,2300,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,05/06/2006,2300,2300,2300,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,08/07/2006,2200,2400,2300,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,27/07/2006,2100,2100,2100,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,04/09/2006,2100,2100,2100,9
Maharashtra,Bhandara,Bhandara,Castor Seed,Other,FAQ,12/04/2007,1100,1100,1100,123
Maharashtra,Bhandara,Bhandara,Castor Seed,Other,FAQ,21/05/2007,1300,1300,1300,123
Maharashtra,Bhandara,Bhandara,Mustard,Other,FAQ,06/04/2007,1360,1360,1360,12
Maharashtra,Bhandara,Bhandara,Mustard,Other,FAQ,17/05/2007,1400,1400,1400,12
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,09/06/2007,820,920,880,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,13/11/2007,1000,1050,1015,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,15/11/2007,975,1000,1000,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,19/01/2007,900,1165,1050,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,08/02/2007,806,900,840,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,13/04/2007,890,1070,935,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,17/04/2007,870,1000,910,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,28/04/2007,850,1050,915,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,18/06/2007,860,930,885,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,19/06/2007,900,950,910,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,09/07/2007,850,1000,980,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,10/07/2007,950,1065,1000,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,16/08/2007,980,1220,1059,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,25/08/2007,870,1110,966,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,11/10/2007,950,1010,970,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,20/10/2007,970,1060,1030,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,30/10/2007,950,1000,980,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,05/11/2007,950,1010,980,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,29/12/2007,1000,1050,1040,1
Maharashtra,Bhandara,Bhandara,Lentil (Masur)(Whole),Other,FAQ,09/04/2007,1450,1450,1450,63
Maharashtra,Bhandara,Bhandara,Jowar(Sorghum),Other,FAQ,15/05/2007,700,800,800,5
Maharashtra,Bhandara,Bhandara,Jowar(Sorghum),Other,FAQ,18/05/2007,800,800,800,5
Maharashtra,Bhandara,Bhandara,Rice,1009 Kar,FAQ,26/07/2007,890,1290,1105,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,19/01/2007,1265,1300,1270,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,20/01/2007,1011,1200,1150,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,01/02/2007,1145,1300,1230,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,10/02/2007,1345,1345,1345,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,29/03/2007,1070,1350,1256,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,20/04/2007,1275,1335,1315,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,27/04/2007,1130,1300,1225,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,05/06/2007,1130,1365,1230,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,11/06/2007,1220,1360,1285,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,14/06/2007,1230,1415,1320,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,19/06/2007,1160,1350,1270,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,23/06/2007,1150,1350,1230,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,26/06/2007,1160,1380,1280,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,07/07/2007,1170,1360,1260,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,09/07/2007,1170,1350,1285,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,14/07/2007,1250,1250,1250,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,20/07/2007,1180,1280,1200,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,09/08/2007,1210,1210,1210,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,14/08/2007,1150,1335,1218,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,20/08/2007,1200,1300,1265,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,14/09/2007,1340,1340,1340,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,20/09/2007,1400,1560,1500,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,21/09/2007,1510,1560,1525,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,22/09/2007,1125,1125,1125,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,19/10/2007,1430,1550,1470,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,01/11/2007,1510,1600,1550,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,02/11/2007,1370,1620,1500,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,12/11/2007,1360,1360,1360,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,15/11/2007,1250,1475,1380,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,17/11/2007,1400,1400,1400,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,03/12/2007,1270,1430,1380,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,04/12/2007,1510,1665,1600,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,10/12/2007,1300,1630,1410,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,24/12/2007,1300,1700,1500,3
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,08/02/2007,1805,1950,1910,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,07/04/2007,2000,2000,2000,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,22/04/2007,2050,2050,2050,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,27/04/2007,1870,1920,1900,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,14/05/2007,2000,2000,2000,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,28/06/2007,1900,1900,1900,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,04/08/2007,2200,2200,2200,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,16/08/2007,1950,1950,1950,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,27/08/2007,1700,2000,1850,49
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,21/04/2007,1670,1670,1670,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,15/05/2007,1525,1525,1525,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,28/06/2007,1410,1410,1410,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,05/07/2007,1300,1300,1300,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,27/07/2007,1480,1480,1480,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,25/08/2007,1560,1560,1560,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,17/09/2007,1500,1500,1500,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,27/10/2007,1350,1350,1350,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,29/11/2007,1620,1620,1620,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,11/12/2007,1450,1500,1450,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,09/02/2007,1360,1360,1360,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,06/04/2007,1175,1500,1260,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,12/04/2007,1300,1700,1500,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,22/04/2007,1100,1100,1100,50
Maharashtra,Bhandara,Bhandara,Green Peas,White Fozi,FAQ,28/04/2007,1100,1100,1100,50
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,29/01/2007,1700,1700,1700,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,12/04/2007,1700,1950,1950,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,20/04/2007,1900,1900,1900,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,27/04/2007,1950,1950,1950,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,21/05/2007,1950,1950,1950,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,18/06/2007,2050,2050,2050,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,22/06/2007,2000,2000,2000,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,29/06/2007,2020,2020,2020,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,19/07/2007,2100,2100,2100,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,18/09/2007,2300,2400,2330,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,29/10/2007,2400,2400,2400,67
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,09/12/2005,780,800,780,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,14/07/2005,680,695,680,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,12/09/2005,691,691,691,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,27/10/2005,726,726,726,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,28/11/2005,645,695,645,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,01/12/2005,775,790,780,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,19/12/2005,700,830,800,1
Maharashtra,Bhandara,Bhandara,Wheat,Other,FAQ,26/12/2005,726,805,805,1
Maharashtra,Bhandara,Bhandara,Black Gram (Urd Beans)(Whole),Other,FAQ,03/06/2006,2300,2300,2300,8
Maharashtra,Bhandara,Bhandara,Corriander seed,Other,FAQ,31/07/2007,2400,2400,2400,108
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,06/02/2007,1350,1350,1350,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,03/04/2007,1400,1450,1420,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,09/04/2007,1500,1500,1500,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,16/04/2007,1460,1570,1550,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,17/04/2007,1530,1550,1550,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,20/04/2007,1450,1450,1450,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,22/04/2007,1400,1400,1400,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,28/04/2007,1510,1510,1510,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,30/04/2007,1400,1400,1400,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,05/06/2007,1480,1500,1480,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,12/06/2007,1500,1500,1500,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,15/06/2007,1460,1500,1500,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,28/06/2007,1540,1540,1540,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,16/07/2007,1660,1660,1660,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,02/08/2007,1200,1580,1560,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,22/10/2007,1435,1595,1595,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,15/11/2007,1480,1730,1710,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,20/11/2007,1600,1680,1660,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,27/11/2007,1600,1740,1712,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,03/12/2007,1650,1700,1670,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,04/12/2007,1600,1715,1700,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,07/12/2007,1600,1750,1750,13
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,29/03/2007,2180,2180,2180,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,17/05/2007,2300,2300,2300,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,19/05/2007,2250,2400,2350,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,08/06/2007,1950,1950,1950,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,18/06/2007,2050,2120,2050,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,23/06/2007,2300,2300,2300,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,25/06/2007,2300,2300,2300,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,02/07/2007,2190,2200,2190,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,03/07/2007,2160,2160,2160,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,05/07/2007,2360,2360,2360,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,27/07/2007,2100,2200,2200,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,02/08/2007,1710,2200,2150,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,04/08/2007,2090,2350,2155,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,20/08/2007,1950,3000,2201,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,24/08/2007,2000,2225,2178,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,25/08/2007,2000,2030,2006,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,28/09/2007,1970,2010,2000,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,11/10/2007,1910,2450,2280,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,22/10/2007,2330,2350,2350,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,29/10/2007,1750,2390,2136,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,03/11/2007,2000,2180,2170,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,06/11/2007,1800,2100,1900,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,13/11/2007,2200,2460,2335,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,16/11/2007,2000,2140,2050,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,28/12/2007,2400,2400,2400,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,31/12/2007,1960,1960,1960,6
Maharashtra,Bhandara,Bhandara,Black Gram (Urd Beans)(Whole),Other,FAQ,03/04/2007,2810,2810,2810,8
Maharashtra,Bhandara,Bhandara,Black Gram (Urd Beans)(Whole),Other,FAQ,06/04/2007,2500,2500,2500,8
Maharashtra,Bhandara,Bhandara,Black Gram (Urd Beans)(Whole),Other,FAQ,21/05/2007,2500,2500,2500,8
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,05/04/2007,2300,2300,2300,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,21/04/2007,2400,2400,2400,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,22/04/2007,2300,2300,2300,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,18/05/2007,2050,2100,2085,9
